body, urgency
change moving approved continually logging same issue with tm changes working change fully approved but moving onto approved locale field completed correctly we really need get fix place stop happening,P2
sent tuesday march approval morning please open ticket thank you for considering request kind regards analyst en sent monday march re approval tried approve but gives following error msg copying hopefully you guys can shed some light how resolve we can book bogota cheers,P1
sent monday march wants share requirements gathering hi customer shared document with using our addresses but when we tried accessing there was problem here steps illustrate what happened upon clicking link selected logged using credentials then got screen saying trying accept invitation while document shared with below please advise best date monday march wants share requirements gathering hello check out what shared with you open requirements gathering sign for best editing experience mandatory communication message was sent address please message privacy one way wa,P1
sent monday march location assigned eel hello get you assigned any location please contact your administrator message when accessing eel please look into thanks developer,P1
sent monday march fusion search working dear search option fusion show any results when try look up when try same options machine works when try same options machine works please advise thank you officer,P1
sent monday march issue hi guys exec have experienced some issues with last friday between eventually switched for worked think reported for tracking purposes think we should log investigate thanks manager,P1
sent tuesday march card disabled hi disabled fails when try re enable therefore can use cable connection one unreliable need help fix can use cable again thanks applications discipline lead en,P1
sent tuesday march unable forecast hello unable forecast for pre sales code however for could you please investigate thanks manager,P1
hello could you please provide price expected date for below with curve for uh but super tv models flat tv but models starting with models should be normally any with premium logo should have very good quality for should fit our needs refuses use logo their even if have compliant hybrid log gamma for tv thank you please let know if more details needed best regards test lead,P1
sent monday march error trader phase dear we have problem with we receive below error when we try upload contract following contract id could you please look into thanks officer,P1
sent monday march issues hello have issue regarding seems cannot put exact for when came work when finished can you please help out thank you kind regards analyst pl,P1
every once while get error message endpoint failed update can you please pass ticket belgrade can resolve,P1
sent monday march signing error for hello can sign for attached for error used regular ad password os for already installed signed previous successful for thank you,P1
sent monday march printer hi we re currently facing issues with color printer floor friday think please assist once you re available thanks kind regards specialist,P1
sent monday march charger for needed hi guys can you please provide with another charger for laptop current one sometimes work thanks lead,P2
unable record presenter screen there warning status can only playback audio without video thanks,P1
sent monday march incident infected please investigate manager,P2
sent monday march laptop or improvements actual laptop hello have constantly performance issues with current laptop happened mostly last year laptop pro book have over years developer really need good machine really frustrated with space issues generated by updates lack memory using tools like visual studio point have critical issue applications crashing bad indexing process results low performance code search code writing note application freezing mouse freezing input text shown with delay screen need following things large for fixing space issues need install tools mentioned earlier same drive for performance minimum could you please make investigation laptop find solution ether upgrade or laptop attach few print screens with issues thank you senior developer,P1
original message sent monday march event notification data event ground floor balcony door open source balcony details details details,P1
hi yes works fine managed upload documents thanks for your willingness help regards hello have migrated documents old folder documentation section you can access library using link can you please check if you can upload documents location best regards engineer en sent monday march re update access dear tried upload document location below but seems still have access following message appears when trying upload document regards sent saturday march update access dear further our recent communication we believe your below query resolved if you with resolution there need for response however please let know if we can be any further assistance matter please note interactions between clients regularly monitored order make high quality maintained reference number summary access resolver resolution details library permissions granted description sent friday march privileges dear need upload documents following location but seems have permission for action library forms library fold transition documents view could you provide appropriate privileges upload delete please thank you regards test lead en kind regards ext hub ref msg,P1
sent monday march requested item for importance high morning can be raised please automated ticket setup for part some ticket for various regions however one for wrong location set should be we need get changed only making difficult for but also wise inaccurate thanks sent march re requested item for importance high hi automated ticket for check always raised with wrong location because hard for locate have keep remind myself every monday morning find ticket can you please make relevant changes ticket automatically come queue once location set regard sent march requested item for ticket breached please be advised following ticket breached reference number customer summary weekly check for priority request resolution target date assigned engineer unassigned generated please ref msg,P2
hello our colleague got complaint ticket assigned her queue customer feedback owners but she was notified through notification could you please ensure notification sent assignee owner when complaint being assigned your queue order any tickets have either escalated re assigned another owner without latter being informed beforehand should you need any further information would be glad assist best regards,P2
sent monday march access hi could you please check access changed tower have access regards database architect mob your zone,P1
belgrade building plugs working can connect only over wireless was working normally friday when left,P1
sent monday march write access hello currently setup approver for code however have write access forecasting or monthly monthly reports due completed by tuesday therefore need request escalated write access granted possible beforehand please advise thanks be out mon manager,P1
sent monday march cable broken hello please log ticket for bellow request assign queue sorry la se tot tv sa fie thank you engineer,P1
sent march address could be found hello have accessed outside one wanted download there candidate profile for session error was server address could be found thank you,P1
sent monday march days hi kindly ask you check february days for for projects haven imported thank you,P1
got manager locked fact reset password please let know once unlocked,P1
sent monday march re dear please open below our queue thank you lead sent monday march re ii se la ca transmit la sent saturday march re hello yale ie ie ti ca merge magnet sent mobile wrote bun se se prefer pare fie problem la la sent friday march electrician ca la defect cost sa weekend tower rom confidentiality notice content communication represents confidential proprietary information please consider environment before printing,P2
sent monday march laptop every morning good morning almost every morning find computer either screen or pictures attached asking hardware checks memory happening for some but recently more frequently would really need working computer does reset work each morning thank you senior engineer client,P1
unable log for period,P1
sent march mobile device synchronizing properly hello please be kind log ticket assign would establish when can meet up take look his mobile device can be seen incident mentioned below some steps have performed but afraid there little can be done remotely or we least need second opinion case because can also analyze issue actual device mobile device synchronized correctly please accept apologies for managing send earlier for fact you have experience synchronization issue but our teams should be able work together find solution thank you best regards leader ext en,P1
forgot id card need temporary one,P1
saturday least members were having issues with server client site unable connect then tested today remote desktop can connect remote computer through other machines accessible but through,P1
sent friday march want you but you gave choice after accepting times another calendar issue have having said keep sending acceptance notices meeting over over again can attest have sent friday march want you but you gave choice after accepting times coordinator north,P2
sent march stolen phone importance high hi today got phone stolen can you please cancel have other phone call get,P1
glide notification inbound ab,P2
sent friday march please review annual leave request for hi could you please let know approver currently for requests should be but received regards sent friday march please review annual leave request for hi there issues with receiving annual leave requests approve for everyone can you check your approver have weekend sent friday march please review annual leave request for requested annual leave for working days march march before you please review annual leave allowance details days allowed days already taken days remaining amount annual leave requested give balance following remaining days exceed days you required request by selecting accept or decline option if you accept database be updated with information if you decline rejection reason be sent requestor regards guide for approving or rejecting request open or go tab link located top left side screen select requests menu option double click specific pending approval request list click view form button view request details modified fields marked with red asterisk hold your mouse over asterisk original field value enter your comments comments field authorize request by pressing accept or decline buttons for any or technical issues with please contact,P1
sent friday march able generate reports importance high hi able generate any costs assignment details reports following errors being thrown please investigate asap kind regards unit manager,P1
hello working laptop with default browser safari mandatory use os environment work currently os cannot upload friends resume safari browser can you please look into attached thanks,P1
sent friday march la sa se blank,P2
have you managed look through site one we saved conversation you ll conversations tab for conversation history folder hey good pot si si regarding issues call sa issue hey la si pot sa maine super si sa pot merge la maine la sent friday march one hello experiencing some issues with write them below re easier follow image location cannot be updated followed exact procedure but remains like you can we section details there updated leadership but some have former position there appears below should be point view one publish random different locations also some thumbnails appear could you help with or let know what next steps should be order have fixed thank you sorry for number requests have lovely communication specialist,P1
sent friday march lost dear seems last have reached her manager should be able approve these submitted could you please help out thanks kindest regards ga par consultant manager,P1
gave laptop raiser keyboard mouse,P1
sent friday march dialling problem want say ongoing problem often but always when try call someone their number messed up with leading example below for you can then there mobile phone options have leading connect if try use them contact details contact list picture below for further context how trying dial director mob fixed your zone,P1
sent friday march mobile phone hi mobile phone connect getting any also says software updates available know how update also vibrates for reason every seconds have turn off end because quite distracting thanks counsel old broad street,P1
sent friday march lost visitor card hello please visitor card lost well please thanks you manager sent friday march lost visitor card hello could you please lost following visitor card thank you manager,P1
sent friday march urgent pot pot la pot hello merge care receiver si sa app si el data minimize la lock la computer sa si sa la ca sa pot la loc si pot laptop sa sa receiver pot pot sa care si tot ca sa fresh cum si care si merge ca ca merge,P1
sent friday march fractional incorrect information displayed annual leave request over hello have observed some fractional incorrect information being displayed annual leave request screen more specifically over section allowed taken remaining result total remaining days instead note previous current year request leaves were referring entire days please attached regards senior tester ext,P1
sent friday march icon settings dear please log ticket assign for fixing issues thanks kind regards engineer en,P1
sent friday march re issues with shared folder importance high hi please below working today unable access shared folders even though connection would appreciate if you could look into with priority thank you regards sent thursday march issues with shared folder hello thank you for your if you lose again access please provide with error appears if you manage up you mentioned earlier best analyst ext hub sent wednesday march re issues with shared folder today hello was unable access yesterday though was connected today able access did get up question about discovery but did enable have never seen up before want take something gets enabled incorrectly others able view files thanks sent wednesday march re issues with shared folder today hello please send links folders within you unable access together with or maybe you cannot access information would be very useful we can provide solution timely manner we awaiting your response kind regards analyst ext hub sent tuesday march imp issues with shared folder today importance high hello unable access shared folders would appreciate if you could assist we have deadlines unable work those thanks sent tuesday march issues with shared folder today hi you know whether there issues with accessing shared folders today unable access thanks senior accountant,P1
sent friday march re wants access practices hi thank you for your help tried create folder under practices appears there already one could you please advise what next can existing folder can create one thank you sent friday march re wants access practices hello please be advised have enabled you access below site kindly note synchronization process might take up minutes until you have access aforementioned resource should there be any issues changes please contact we remedy situation kind regards analyst ext hub sent wednesday march re wants access practices approved sent tuesday march wants access practices hello ladies we have your approval for below kind regards analyst ext hub sent tuesday march wants access practices hi could you give write access folder please thank you accept or decline request,P1
sent friday march lost visitor card hello please lost visitor card lost instead activate card thanks manager,P1
sent friday march issues hello guys really lazy working today you have any knowledge info about when be working again kind regards engineer ext en,P1
sent friday march la va manager hello visitor access card working tourniquets could you please situation thank you,P1
sent friday march issue importance high hi teams requisition approved for was created quoted by ibm po was generated using ibm by using far remember however document displays instead there more story but for need know if there way for you check if made mistake moment where exported into po wise have wrongly selected instead maybe you have access step by step history requisition thanks administrator phone,P1
sent friday march unable set restrictions confluence hello can you please help with following have write privileges confluence but seems unable set restriction pages for ex trying set restrictions but when open menu right go restrictions only tells restrictions set have option add restriction senior developer en,P1
sent friday march error hi dear please be kind help with attached error keep having error while approving timecards can content hence can approve reject have least like if further assistance needed side let know thank you assistant,P1
sent friday march requester preparer buyer roles for hi please rise ticket call thank you kind regards sent thursday march re requester preparer buyer roles for hello could you please help below we have urgent invoice we cannot proceed without po thanks sent wednesday march re requester preparer buyer roles for hello unfortunately cannot raise for when try search order raise po cannot find any for could you please help with error thank you sent monday march requester preparer buyer roles for hello please be advise you have granted requested roles kind regards analyst en sent monday march requester preparer buyer roles for hi could you please kindly requester preparer buyer roles for thanks kind regards,P1
sent friday march th printer toner waste container full subject suggests th printer needs toner waste container replaced currently refusing print or copy because,P1
sent friday march laptop rebuild hi due fact allow connect environment suggested solution rebuild laptop could you please proceed asap thank you,P1
sent friday march problem with laptop cooler hello during last weeks encountered some problems with cooler laptop made some weird sounds yesterday helped moved hard form laptop another one can use until laptop be repaired can you please rise ticket assign please thank you kindest regards tester en,P2
sent friday march re reminder your feedback impact hello sorry hear you encountering issues with accessing customer feedback link we investigate root cause hopefully we can rectify situation could you please open ticket for investigate why she able provide feedback by accessing link case you need assistance or further information please hesitate let know we gladly help have lovely ahead customer care en sent friday march re reminder your feedback impact hi did forget about feedback but link seem work for opens blank load thank you sent friday march reminder your feedback impact dear either because your ticket resolved or close resolution we would really appreciate your opinion how satisfied you with here feedback ticket we referring access recent years we have used your feedback improve our processes deliver more focused training reward recognize best among regardless scores you give we you take moment our work we would like say thank you please bear mind survey session expires hour we would kindly advise you submit customer feedback responses within hour opening survey if you want provide feedback for another closed ticket you can drop feedback thank you feedback sn ref notify assessment ref msg,P2
sent friday march display issues hello please log ticket for assisting with her laptop display issues laptop be sent for investigation display replacement id thank you have great kind regards engineer ext,P1
sent friday march chrome shut down hello encountered problem with chrome shuts down every try open appears search can you please help affects well able access site reproduce steps test cases thank you kindest regards tester en,P1
sent friday march message alert hi please find enclosed message have received you solve issues thank you,P2
sent friday march rebuild os hi please rebuild os thanks,P1
ports issues room,P1
sent friday march scanner dear printer floor brand printer working regards manager,P1
sent friday march select minds hi cannot upload into referral select minds seems others have problems might be issue tries chrome ie none seem work could you please investigate kind regards manager,P1
sent friday march action required phone issues for teams dear please log incident investigate why impact medium urgency high we have priority low thanks sent march incident re action required phone issues for teams hello problem we set up impact urgency priority calculate automatically we have but problem treated by engineer high priority think issue calculation sn check with sn according process problem procedure priority impact high medium low urgency high medium low thanks sent thursday march incident action required phone issues for teams hello guys for problem discussion have priority set low notation for problems strange how high urgency medium impact equals low priority thanks sent march re action required phone issues for teams any or manager thought was leave imperative we progress cannot continue with daily outages especially pointing out every please help inform importance if needed thanks original message date re action required phone issues for teams hello personal aware any changes controllers could cause these kind disruption there alarms could indicate issues we have also looked parameters also we gone far opening ticket provider but found nothing could cause there reason moment restore configuration might bring more unknowns issues neither engineer suggested approach we must renew order for forward our logs for investigation regards sent monday march re action required phone issues for teams hi have call with later today sort out hopefully we ll have contracts signed off today however change fact actual upgrade might take another few weeks also trying get hold our manager speed things up have you explored other options did we change anything might have caused can we roll back previous configuration doubt software bug or anything related we using same software for years ll keep you loop regards sent march action required phone issues for teams importance high hello there any updates regarding signing software renewal today friday incident were related yet unidentified root cause situation escalated cannot help until we sign quote received them below what have received them friday afraid until software reactivated won be able resolve issue here until if you able get signed quote through can try push through for you if we can get issue resolved have received word our technical have advised currently awaiting renewal your software can you confirm if sent you quote for renew thank you manager sent march phone issues for teams hello please be advised below details regards incident ticket id reported outage location teams outage status resolved summary phone issues for teams impacted notified root cause issue still under investigation related technical resolution latest update issue disappeared after twenty minutes users impacted anymore networking engineers still investigating issue under we have more updates we get back you should you need further assistance please let know thank you kind regards for analyst ext hub,P2
regarding one issues call sa issue minute sent friday march re update access issues hello unfortunately issue seems be persisting there files displayed folder we tried testing with members our thanks click here find out more about experience en address blvd th floor district please refer section our for list entities sent friday march update access issues dear further our recent communication we believe your below query resolved if you with resolution there need for response however please let know if we can be any further assistance matter please note interactions between clients regularly monitored order make high quality maintained reference number summary access issues resolver resolution details contributor access granted description sent friday march access issues hello cannot seem add additional access rights practice folder could you please write access teams these would be belgrade bod location be view dc ribbon thanks click here find out more about experience kind regards ext hub ref msg,P1
sent friday march confluence problem hi guys can seem log into confluence attached tried with using password thanks,P1
original message sent friday march device recovery report path printer ready details copier ready details scanner ready details model name device name comment th floor host name address address domain name print server name file server name printer name zone name name computer name share name device good notified,P1
sent friday march overflow for syncing hello we received phone call regarding she said after her password reset for stopped syncing her phone could you kindly call her further assist best regards analyst,P1
sent thursday march set up hi tried got error your set up with yet please contact your administrator also attached can you please set up thanks regards manager,P1
sent friday march active hi when accessing receive following error message your with active please contact administrator for more help can you help with problem please mention february switched previous worked best regards,P2
sent friday march open access importance high hi guys there issue with open connection cannot connect any server after connect external can you please look into thank you application engineer en,P1
sent thursday march logged create list hello please be kind log ticket under name investigate or escalate directly depending knowledge documentation we have issue here even though received automatic notification when ticket was friday received another one tuesday problematic because confuses caller can lead them believe call was logged with delay if happen notification was case her well relevant details available yellow bottom thread below thank you very much best regards leader ext sent tuesday march re logged create list did receive friday well shortly after logged ticket through self oddly received again today can you raise with by following agreed escalation process also worth keeping eye out for similar cases thank you manager sent march re logged create list hello thank you for bringing up kindest regards leader ext sent march logged create list welcome we help dear thank you for contacting we endeavour find resolution your query timely manner your request for assistance entered into our with following details reference number summary create list priority priority resolution target date description list name monthly report owner members reachable outside yes if you would like discuss priority or add further information query please contact you can track progress request via following link member be contact with you shortly progress query kind regards ext hub ref msg,P2
sent thursday march problems with mr hi have noticed sound station mr functional error unable make calls configuration needed can you please check fix best regards head applications en,P1
hello sent well with regarding connection working tried disconnecting then re connecting but helped be working tomorrow would appreciate if could be addressed with priority thank you,P1
sent thursday march hello can select any competency can you help manager frankfurt main frankfurt main,P2
sent thursday march pro issues hello have few issues pro machine cannot connect into for also have issue regarding certificate for another issue related when try connect into remote access portal thank you,P1
sent thursday march training db access hi for some reason allowed connect train server we re using os for connection using sequel pro interface following credentials for db sa train sa db name connection attempt following error message displayed kindly ask you investigate issue test engineer,P1
th floor door near printer close properly thank you,P1
sent thursday march pc issue dear would like note pc does work very well main problem scree every errors attach sometime bad pool header additionally would like add starting pc slow some step there feeling pc stuck regards,P1
hello our had issue with glass water laptop keyboard laptop keyboard working anymore can you please help him thanks,P1
sent wednesday march re referral issue hi we tried using different browsers work attached two chrome explorer regards sent tuesday march referral issue hello thank you for your please try use different browsers if issue reoccurs if work after using them please get back with some we try assist thank you kind regards analyst ext hub sent tuesday march referral issue hi could you help with issue we having with referral select minds already two colleagues tried refer friend by uploading their but continuously asks for employee provide step further can be made regards,P1
sent thursday march re your entries have rejected hi could you please rise ticket for below wish you wonderful kind regards application analyst sent wednesday march your entries have rejected got below about being rejected for week was able delete one believe was causing problem code closed out but week status error cannot make any changes can someone zero out week for thanks here screen senior engineer date wednesday march your entries have rejected,P1
hi please assist with her laptop key she advised fallen thank you,P2
sent thursday march tot cum ca sa care inca face sa se sent monday march please action dear part established processes each required submit his weekly basis each friday for past week must be submitted for approval you receiving because you haven followed process please action possible below breakdown your please log accordingly training materials available here id if by each wednesday there still past period then your manager also be notified country manager for for date total days,P1
sent wednesday march re sheets hi could you please rise ticket for below call thank you wish you great application analyst sent wednesday march sheets we have inters st march have problem submit sheet for last week only for days for week can you help thanks,P1
sent wednesday march redirection issues hi when logging always redirecting unable access usual menu below could you please assist kind regards infrastructure manager,P2
hello everyone version thank you much guys have hello good users latest version document could you check if you can latest changes best regards engineer en hello regarding problem with documents library enabled feature when someone edits documents approval starts until owner approve change other users latest version document documents process approval marked draft ones order for users changes owner must publish documents version if you need more assistance regarding matter hesitate contact best regards engineer en sent wednesday march migration hello please open ticket why we seeing same document differently thank you manager sent march re migration yes we looking same line know what wrong there thanks sent wednesday march re migration hi checked links appears be written there we looking same line excel thank you manager sent march re migration hi again reason previous because by version link attach you sent different names for owners above os maybe you have updated version yourself or cannot because or something sorry if bothering you sent wednesday march re migration hello worries always help latest version can be found here thank you manager sent march re migration sorry have old version catalogue thank you need ask you one more favor can you send updated version catalogue thank you again sent wednesday march re migration hi added him thread over you thank you manager sent march re migration greetings we re process migrating content legacy you listed contact person for catalogue can you please advise how proceed with moving our content your there any or something we can use job best regards have,P1
sent wednesday march we have origin section hi can you please log incident with following details assign we found origin indexed by we need push fix staging production possible please below details hi we managed implement solution for only data image solution projects pull requests task for could you please forward for creating incident for could you please approve with schedule deploy staging environment possible testing could you please confirm you be available for testing bug staging signing forgoing changes valid staging environment thank you best regards senior developer,P2
sent wednesday march fix cannot open trackers hello please raise ticket with snow fix cannot open trackers template currently fills only category field should automatically fill like thanks kindest regards analyst pl,P2
connection was down th floor for few seconds,P1
hello could you check again if you can access job descriptions documents again seems documents were checked out you should be able access them please use following link best regards engineer en sent tuesday march link manager hi when click links sent by get error can you please confirm have appropriate access thanks sent tuesday march link manager link manager descriptions view be regards,P1
regarding one face call sa ti cum face sent wednesday march access folder hi experiencing difficulties with granting access site owner specific folder please recent example below sales would like some have contribute access only folder above site whole can you please investigate thanks officer,P2
poll flow full status down poll output partition flow over threshold,P1
sent tuesday march issue hi get message when trying log into senior test lead,P1
sent tuesday march re update wants access documents hi cannot access please attached thank you sent friday march update wants access documents dear further our recent communication we believe your below query resolved if you with resolution there need for response however please let know if we can be any further assistance matter please note interactions between clients regularly monitored order make high quality maintained reference number summary wants access documents resolver resolution details fully configured get back if any issues description sent tuesday february wants access documents manager responsible for need access contracts variation agreements other documents with accept or decline request kind regards,P1
sent tuesday march deactivating card dear our colleague was our about months she was using access card with number she left she coming back please deactivate card her name thank you regards manager,P1
sent wednesday march dead link hi when filling expense report presented with agree following document documents personal policy final you can link points resource was moved some ago thus returning error please take steps point link resource thank you,P2
sent wednesday march unable log into hi having trouble logging into federation thus have access trip happens with without each attempt log normally sign federation with password returns error bad request request too error size request headers too urgent need complete for need access let know if there anything can end thank you,P1
sent wednesday march issues with phone hi please note encounter following issues with current phone receive february battery never fully charging independent being charged problem was already solved once year ago when phone got repaired battery resists for short period phone shutting down for reason even middle conversation spoke locally thanks manager,P1
attached,P1
sent wednesday march space drive hi seems only left with small available space drive could you please advise help yesterday had delete some files be able perform operation thank you manager mobile,P1
sent tuesday march issue hello would like ask you for favor able create purchase requisition someone if possible could you please arrange for best manager,P2
can you please help with thanks design lead,P1
sent wednesday march need partition cleanup dear need partition cleanup since get message disk full affects good running pc programs thank you have best regards tester,P1
sent wednesday march hi submitted your zone award yesterday for but neither neither received can you please check if if yes where would appreciate if you consider with priority we have proceed quickly thank you,P1
sent tuesday march unable approve requests hello writing you with respect incident was logged with by about him being able properly approve requests due him getting approval failed be processed by our have previously informed usually occurs when forwards someone thus triggering snow however her mentioned could be permanently fixed defect log your incident let know reference we can progress accordingly let know whether you require any additional information thank you have lovely best regards analyst,P2
sent tuesday march re set manager for approval issues after change importance high good afternoon issue still same set end date for specified guide you sent tried set start date for next calendar date after current manager end period but haven succeed please find attached error assist note public holiday neither nor be able access thank you manager sent march re set manager for approval issues after change hi we had some serious issues with last when we tried replace by please look through following trailer why looped initial request kindly helped resolve issue taking consideration we have for experiments very close period kindly ask you too thanks much appreciated mob sent march set manager for approval issues after change importance high hello thank you for your we logged you ticket for but for change attached you can find guide how if further assistance required please let know thank you kind regards analyst ext hub sent tuesday march re set manager for approval issues after change importance high sent march re set manager for approval issues after change morning kindly reminder please set manager for instead thank you mob sent march set manager for approval issues after change good afternoon please set manager for thank you manager sent re approval issues after change hello please be advised set for should you have any questions please contact kind regards sent monday re set manager for approver importance high dear please upgrade priority ticket highest access approvals anymore received main access yet can approve any yet please attached look through following message too thank you manager sent re set manager for approver hi followed steps use guide unfortunately only worsened situation set end date for yesterday cut access same was already set there with end date but result did gain access kindly find attached message gets upon attempt access settings for could you please advice manager,P1
sent tuesday march issue with ticket released hold before release date hello kindly ask you address request can you please take look ticket released hold today having planning date release middle march would be possible investigate why tickets released hold before release date even before planning date thank you regards analyst,P2
sent tuesday march unable open files hi need be able access files were disciplines domain domain domain domain controller kind regards senior server infrastructure engineer managed mobile sent march unable open files hello thank you for your link you have provided leads search can contain files you have access could you please provide location files you trying access you located when trying could you please send with error you receiving well thank you kind regards analyst ext hub sent monday march unable open files hello unable open files can open files if connected with domain can be displayed make web address correct look for with your search engine refresh few minutes kind regards senior server infrastructure engineer managed mobile,P1
sent tuesday march hi unable enter into below screen believes should have set up with correct permissions thanks controller,P1
sent tuesday march port hi can please get help port laptop working anymore seems be hardware problem please help best digital,P1
sent tuesday march faulty cable hello could you please assign ticket for changing faulty cable please let know if you require any further information matter thank you analyst,P1
sent tuesday march disabling access card hello please open incident for access card disabling for assign our queue employee left but did leave his access card have already disabled his access card thank you engineer ext en,P2
sent tuesday march printer area hi printer th floor area can you please investigate regards developer mobile en,P1
sent tuesday march hello have problem with entered incorrect data can delete or modify anything can you help with thanks best regards tester engineer,P2
sent tuesday march urgent need someone help hello raised ticket last week regarding several issue having with problem seemed be solved for couple days however when changed today had reinstall happening whenever switch devices annoying consuming unfortunately cannot perform daily tasks because problem can someone come by why constantly happening th floor next thank you analyst client,P2
sent tuesday march issue hello could you please help with small issue there opportunity opportunity id approved contract approved ready for execution problem opportunity still appears with status pending approvals correct could you please set right status thank you,P1
sent tuesday march annual leave issue hi want report for second year days left take different reality for example have year when took one off had showing took days off problem was fixed manually by second happened today when calculated same way showing days off instead issue was fixed again by suggestion raise ticket big chances happen again until can you please have look encounter same problem next around thank you best regards tester,P2
sent tuesday march senior developer,P2
sent monday march re unable select contacts snow hi please assign ticket thank you administrator sent monday march unable select contacts snow hello please open another ticket reoccurred escalate snow there condition line manager field template excludes does include users corresponding table for thanks kindest regards analyst pl sent thursday february unable select contacts snow hi please be informed we having issue anymore thanks for your assistance kind regards analyst pl sent wednesday february unable select contacts snow hello apologies for late response regarding below could you please advise following issue still present does happen only when using templates such starters one what view using looking forward hearing you best regards analyst community builder ext hub sent tuesday february unable select contacts snow hello we re facing some snow issues tried log starter snow however for line manager section can only select contacts can you please rectify matter urgency thanks for assistance kind regards analyst pl,P1
sent tuesday march request weekly check for singapore assigned hi guys while back we discovered sn was sending out displaying address subsequently changes were made display sd address contact per old fusion setup avoid everyone trying respond invalid address could you please look into why sending again wrong address thanks sent march re request weekly check for singapore assigned hi yes indeed things going great side good know expected can seem find any communication regarding when clicked link taken screen perhaps we need some documentation process whatnot we scheduled tomorrow singapore would be great test out then regards manager address click here disclaimer sent tuesday march re request weekly check for singapore assigned hi thanks for welcome back well with you our say was implemented little while before went maternity leave ticketing would imagine automated ticket created weekly ensure recurring tasks such check captured ticket task itself should have changed there should be link your each location sp sh excel spreadsheet each should be keeping updated with current status available you should need ensure complete during their weekly visit send note back can then update ticket unless your teams have provided with credentials themselves away for while know whether latter case or but if please continue respond directly manage tickets kind regards sent march request weekly check for singapore assigned hi hear you back things settled again if you have notified but below expected appears be under separate domain name we want make we tickets also come instead requires we haven provided knowledge regards manager address click here disclaimer sent friday march request weekly check for singapore assigned sent friday march request weekly check for singapore assigned hello please be advised we have for weekly check for assigned your queue please let know when completed we close ticket access request please click following link thanks kind regards ref msg,P2
